70.0, 15.0
18.0, 47.0
13.0, 20.0
22.0, 14.0
73.0, 5.0
40.0, 8.0
64.0, 24.0
10.0, 21.0
83.0, 99.0
75.0, 85.0
87.0, 37.0
23.0, 53.0
9.0, 84.0
55.0, 8.0
83.0, 17.0
77.0, 90.0
66.0, 14.0
96.0, 11.0
78.0, 56.0
39.0, 93.0
26.0, 44.0
3.0, 40.0
40.0, 61.0
94.0, 91.0
83.0, 41.0
25.0, 81.0
62.0, 8.0
33.0, 72.0
62.0, 51.0
19.0, 4.0
46.0, 61.0
91.0, 30.0
23.0, 45.0
63.0, 25.0
20.0, 24.0
17.0, 59.0
52.0, 36.0
87.0, 99.0
57.0, 99.0
43.0, 86.0
6.0, 20.0
30.0, 89.0
61.0, 79.0
89.0, 63.0
15.0, 34.0
85.0, 23.0
23.0, 31.0
66.0, 99.0
95.0, 96.0
86.0, 84.0
85.0, 84.0
18.0, 51.0
35.0, 90.0
74.0, 56.0
12.0, 13.0
24.0, 90.0
86.0, 8.0
78.0, 38.0
30.0, 40.0
66.0, 55.0
43.0, 12.0
71.0, 66.0
92.0, 31.0
28.0, 42.0
15.0, 64.0
89.0, 89.0
42.0, 77.0
79.0, 32.0
39.0, 93.0
84.0, 83.0
41.0, 87.0
17.0, 22.0
40.0, 77.0
43.0, 70.0
30.0, 27.0
82.0, 46.0
80.0, 53.0
15.0, 82.0
46.0, 19.0
38.0, 43.0
8.0, 46.0
33.0, 14.0
91.0, 13.0
20.0, 39.0
31.0, 27.0
35.0, 49.0
23.0, 45.0
75.0, 36.0
34.0, 51.0
70.0, 67.0
93.0, 15.0
81.0, 14.0
29.0, 18.0
98.0, 61.0
65.0, 68.0
42.0, 66.0
79.0, 83.0
11.0, 54.0
3.0, 56.0
96.0, 54.0
35.0, 1.0
38.0, 88.0
94.0, 69.0
76.0, 90.0
7.0, 41.0
40.0, 80.0
75.0, 63.0
44.0, 48.0
19.0, 84.0
90.0, 89.0
43.0, 83.0
20.0, 72.0
2.0, 52.0
54.0, 13.0
34.0, 63.0
27.0, 9.0
91.0, 8.0
74.0, 94.0
19.0, 76.0
79.0, 7.0
8.0, 68.0
27.0, 2.0
52.0, 23.0
44.0, 46.0
53.0, 49.0
98.0, 50.0
98.0, 38.0
87.0, 50.0
25.0, 28.0
61.0, 59.0
45.0, 27.0
25.0, 82.0
48.0, 3.0
65.0, 78.0
80.0, 14.0
57.0, 53.0
93.0, 47.0
99.0, 40.0
69.0, 82.0
27.0, 58.0
5.0, 89.0
12.0, 39.0
56.0, 31.0
87.0, 12.0
8.0, 65.0
22.0, 44.0
92.0, 8.0
35.0, 56.0
27.0, 34.0
30.0, 11.0
96.0, 8.0
18.0, 55.0
2.0, 68.0
43.0, 5.0
63.0, 34.0
9.0, 21.0
2.0, 12.0
17.0, 89.0
74.0, 85.0
76.0, 45.0
26.0, 78.0
86.0, 94.0
2.0, 72.0
3.0, 36.0
73.0, 74.0
95.0, 71.0
83.0, 95.0
78.0, 64.0
82.0, 86.0
79.0, 15.0
14.0, 81.0
10.0, 2.0
28.0, 99.0
40.0, 76.0
54.0, 81.0
75.0, 7.0
80.0, 6.0
22.0, 80.0
1.0, 95.0
70.0, 85.0
28.0, 41.0
3.0, 58.0
2.0, 28.0
99.0, 63.0
52.0, 17.0
86.0, 14.0
85.0, 61.0
72.0, 88.0
33.0, 6.0
73.0, 86.0
87.0, 71.0
63.0, 15.0
59.0, 14.0
72.0, 19.0
27.0, 50.0
95.0, 93.0
58.0, 30.0
51.0, 71.0
62.0, 78.0
81.0, 95.0
21.0, 56.0
14.0, 44.0
45.0, 94.0
85.0, 41.0
10.0, 76.0
9.0, 64.0
33.0, 52.0
30.0, 13.0
90.0, 9.0
64.0, 21.0
1.0, 62.0
10.0, 3.0
23.0, 19.0
57.0, 38.0
45.0, 66.0
41.0, 25.0
61.0, 66.0
64.0, 65.0
11.0, 43.0
8.0, 1.0
83.0, 61.0
26.0, 95.0
23.0, 59.0
78.0, 21.0
84.0, 54.0
13.0, 5.0
21.0, 25.0
29.0, 63.0
58.0, 92.0
57.0, 67.0
14.0, 51.0
81.0, 57.0
1.0, 57.0
16.0, 3.0
96.0, 19.0
57.0, 4.0
75.0, 90.0
91.0, 79.0
19.0, 20.0
62.0, 55.0
58.0, 49.0
69.0, 63.0
72.0, 98.0
83.0, 32.0
53.0, 47.0
50.0, 54.0
78.0, 74.0
72.0, 88.0
66.0, 63.0
26.0, 17.0
86.0, 2.0
27.0, 71.0
21.0, 54.0
71.0, 84.0
34.0, 94.0
89.0, 39.0
24.0, 29.0
13.0, 80.0
52.0, 22.0
34.0, 45.0
49.0, 14.0
23.0, 68.0
77.0, 67.0
77.0, 91.0
20.0, 12.0
71.0, 48.0
18.0, 1.0
48.0, 36.0
58.0, 73.0
87.0, 65.0
18.0, 12.0
5.0, 15.0
50.0, 37.0
79.0, 25.0
13.0, 24.0
2.0, 19.0
63.0, 13.0
61.0, 14.0
82.0, 63.0
1.0, 9.0
10.0, 53.0
94.0, 49.0
15.0, 29.0
72.0, 96.0
77.0, 79.0
67.0, 93.0
50.0, 9.0
61.0, 39.0
94.0, 55.0
90.0, 29.0
17.0, 12.0
51.0, 48.0
65.0, 50.0
43.0, 35.0
85.0, 56.0
55.0, 38.0
25.0, 78.0
99.0, 25.0
29.0, 72.0
67.0, 83.0
31.0, 42.0
52.0, 78.0
59.0, 66.0
93.0, 43.0
52.0, 68.0
63.0, 56.0
79.0, 98.0
36.0, 44.0
22.0, 31.0
95.0, 87.0
40.0, 66.0
16.0, 37.0
71.0, 39.0
23.0, 88.0
20.0, 14.0
67.0, 4.0
92.0, 27.0
48.0, 95.0
10.0, 46.0
52.0, 28.0
27.0, 83.0
65.0, 24.0
10.0, 32.0
55.0, 13.0
44.0, 42.0
57.0, 88.0
54.0, 79.0
92.0, 26.0
11.0, 66.0
24.0, 79.0
52.0, 2.0
98.0, 94.0
10.0, 96.0
83.0, 35.0
49.0, 75.0
97.0, 97.0
74.0, 71.0
30.0, 20.0
83.0, 2.0
42.0, 6.0
56.0, 76.0
28.0, 87.0
68.0, 66.0
39.0, 30.0
29.0, 61.0
76.0, 70.0
55.0, 21.0
75.0, 24.0
81.0, 90.0
37.0, 12.0
86.0, 13.0
40.0, 12.0
66.0, 83.0
65.0, 7.0
15.0, 40.0
47.0, 32.0
39.0, 26.0
44.0, 43.0
14.0, 51.0
32.0, 52.0
45.0, 23.0
34.0, 37.0
45.0, 69.0
17.0, 69.0
3.0, 32.0
61.0, 70.0
76.0, 38.0
25.0, 75.0
12.0, 60.0
29.0, 93.0
22.0, 72.0
77.0, 83.0
22.0, 27.0
77.0, 51.0
77.0, 32.0
47.0, 89.0
7.0, 95.0
25.0, 45.0
20.0, 45.0
88.0, 58.0
95.0, 87.0
27.0, 36.0
87.0, 92.0
18.0, 98.0
98.0, 90.0
85.0, 12.0
34.0, 50.0
88.0, 37.0
33.0, 30.0
53.0, 5.0
34.0, 54.0
3.0, 11.0
92.0, 77.0
76.0, 24.0
91.0, 11.0
36.0, 95.0
2.0, 27.0
93.0, 25.0
18.0, 18.0
16.0, 43.0
44.0, 86.0
92.0, 5.0
88.0, 16.0
43.0, 10.0
41.0, 12.0
47.0, 75.0
77.0, 55.0
4.0, 4.0
52.0, 2.0
1.0, 27.0
24.0, 25.0
96.0, 13.0
97.0, 81.0
36.0, 66.0
88.0, 43.0
68.0, 24.0
54.0, 85.0
80.0, 2.0
7.0, 87.0
86.0, 11.0
88.0, 78.0
79.0, 47.0
40.0, 84.0
70.0, 58.0
58.0, 73.0
49.0, 58.0
59.0, 21.0
87.0, 66.0
84.0, 3.0
26.0, 74.0
12.0, 76.0
7.0, 5.0
31.0, 8.0
50.0, 92.0
69.0, 45.0
94.0, 42.0
48.0, 77.0
47.0, 76.0
26.0, 48.0
66.0, 37.0
29.0, 50.0
40.0, 79.0
47.0, 31.0
92.0, 60.0
90.0, 78.0
90.0, 19.0
78.0, 98.0
1.0, 75.0
75.0, 82.0
33.0, 9.0
75.0, 88.0
27.0, 54.0
74.0, 61.0
45.0, 83.0
20.0, 39.0
64.0, 3.0
87.0, 48.0
98.0, 73.0
34.0, 64.0
8.0, 26.0
69.0, 29.0
90.0, 99.0
19.0, 14.0
31.0, 78.0
77.0, 66.0
73.0, 11.0
48.0, 39.0
24.0, 52.0
38.0, 17.0
86.0, 63.0
9.0, 69.0
85.0, 58.0
25.0, 28.0
69.0, 20.0
19.0, 2.0
5.0, 14.0
83.0, 98.0
26.0, 37.0
42.0, 37.0
11.0, 73.0
84.0, 84.0
17.0, 55.0
77.0, 90.0
28.0, 69.0
21.0, 32.0
8.0, 10.0
80.0, 45.0
38.0, 92.0
73.0, 43.0
90.0, 88.0
76.0, 43.0
8.0, 15.0
90.0, 43.0
64.0, 41.0
9.0, 84.0
80.0, 46.0
5.0, 71.0
32.0, 36.0
17.0, 69.0
74.0, 4.0
26.0, 32.0
70.0, 86.0
19.0, 3.0
82.0, 96.0
65.0, 21.0
70.0, 49.0
10.0, 11.0
9.0, 95.0
48.0, 59.0
44.0, 54.0
94.0, 93.0
50.0, 71.0
21.0, 10.0
76.0, 66.0
90.0, 57.0
60.0, 56.0
77.0, 73.0
59.0, 49.0
40.0, 72.0
12.0, 35.0
67.0, 39.0
6.0, 11.0
46.0, 93.0
